year,actual,predicted,base_prediction,ar_correction,ar_lag,model,enso_lag,volcanic_lag,solar_lag,train_r2,train_aic,n_eff_ar1,rho1
2020,1.01,0.9305628096943607,0.9305628096943607,0.0,0,fr_statsmodels_lag_search,1.0,1.0,3.0,0.9237612509204337,-89.45433336467977,36.07816535098462,0.02594333485325493
2021,0.85,0.8836059315275315,0.8836059315275315,0.0,0,fr_statsmodels_lag_search,1.0,1.0,3.0,0.9291444266526059,-91.80651877563409,33.26870818660966,0.07930530318310391
2022,0.89,0.8469829172979518,0.8469829172979518,0.0,0,fr_statsmodels_lag_search,1.0,1.0,3.0,0.9316383276541078,-95.19333900969127,35.387293972927644,0.061186783395207514
2023,1.17,0.8415426450525237,0.8415426450525237,0.0,0,fr_statsmodels_lag_search,1.0,1.0,3.0,0.9342524095178719,-98.45587443135457,36.4712664491773,0.05845694485701535
2024,1.28,1.0041256904765399,1.0041256904765399,0.0,0,fr_statsmodels_lag_search,0.0,1.0,3.0,0.9165532874924208,-86.33405305832426,34.0414796696592,0.10466025075937958
2025,1.19,1.082818497350762,1.082818497350762,0.0,0,fr_statsmodels_lag_search,1.0,1.0,0.0,0.9138998875368676,-85.74739796291112,25.45503839143952,0.27741041740650363
2011,0.61,0.6640890544632786,0.6631683434777615,0.00092071098551702,1,fr_statsmodels_lag_search_ar1,2.0,0.0,3.0,0.8791440106232447,-69.25976523496959,22.828312926235817,0.11907945146792608
2012,0.64,0.7332141390646633,0.7365031502647329,-0.0032890112000696697,1,fr_statsmodels_lag_search_ar1,2.0,0.0,3.0,0.8810011579248079,-72.38947837709955,23.590332212017874,0.1196049272959112
2013,0.67,0.765009137748491,0.7737808596255713,-0.008771721877080283,1,fr_statsmodels_lag_search_ar1,2.0,0.0,3.0,0.878312404784694,-74.0890477188296,23.802233819140902,0.13134074433194218
2014,0.75,0.7399937309882432,0.7321068323006206,0.00788689868762257,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.8808269831461949,-76.82164163032766,41.68625239635076,-0.13145263982553218
2015,0.89,0.7727648185911383,0.7734930169276891,-0.0007281983365507914,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.8901402003219191,-80.47599514084074,43.389711566132135,-0.13600930482814505
2016,1.01,0.8806961293045643,0.891464606583373,-0.01076847727880868,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.8967474661472017,-81.19375457818174,42.654784779804054,-0.11290599542697169
2017,0.91,0.874036170115664,0.8758929067536981,-0.0018567366380340595,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9088870599451434,-82.36459782146082,37.23183923190862,-0.03089827499398212
2018,0.85,0.8210570517050482,0.8205503556024902,0.00050669610255789,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9174483491666162,-85.77593104789202,36.9210669369741,-0.012631012897413961
2019,0.98,0.8537226829010113,0.8530337560577071,0.0006889268433040931,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.922400132332774,-89.2586056065592,37.39311148859114,-0.005284245822295346
2020,1.01,0.9342191212814001,0.9305628096943607,0.0036563115870393713,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9237612509204337,-89.45433336467977,36.07816535098462,0.02594333485325493
2021,0.85,0.8895342917145767,0.8836059315275315,0.005928360187045176,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9291444266526059,-91.80651877563409,33.26870818660966,0.07930530318310391
2022,0.89,0.8454810461614872,0.8469829172979518,-0.0015018711364646548,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9316383276541078,-95.19333900969127,35.387293972927644,0.061186783395207514
2023,1.17,0.8440382405548115,0.8415426450525237,0.0024955955022876813,1,fr_statsmodels_lag_search_ar1,1.0,1.0,3.0,0.9342524095178719,-98.45587443135457,36.4712664491773,0.05845694485701535
2024,1.28,1.0241447246812982,1.0041256904765399,0.020019034204758288,1,fr_statsmodels_lag_search_ar1,0.0,1.0,3.0,0.9165532874924208,-86.33405305832426,34.0414796696592,0.10466025075937958
2025,1.19,1.1342533096931222,1.082818497350762,0.05143481234236016,1,fr_statsmodels_lag_search_ar1,1.0,1.0,0.0,0.9138998875368676,-85.74739796291112,25.45503839143952,0.27741041740650363
2011,0.61,0.6781884404350076,0.6781884404350076,0.0,0,forcing_rcm_like,,,,,,,
2012,0.64,0.6935775155992214,0.6935775155992214,0.0,0,forcing_rcm_like,,,,,,,
2013,0.67,0.6948052822457216,0.6948052822457216,0.0,0,forcing_rcm_like,,,,,,,
2014,0.75,0.6707395416985475,0.6707395416985475,0.0,0,forcing_rcm_like,,,,,,,
2015,0.89,0.7375303710309513,0.7375303710309513,0.0,0,forcing_rcm_like,,,,,,,
2016,1.01,0.7993796662654051,0.7993796662654051,0.0,0,forcing_rcm_like,,,,,,,
2017,0.91,0.8785548562823289,0.8785548562823289,0.0,0,forcing_rcm_like,,,,,,,
2018,0.85,0.9261310793499947,0.9261310793499947,0.0,0,forcing_rcm_like,,,,,,,
2019,0.98,0.9194134517667591,0.9194134517667591,0.0,0,forcing_rcm_like,,,,,,,
2020,1.01,0.9754740001610951,0.9754740001610951,0.0,0,forcing_rcm_like,,,,,,,
2021,0.85,1.0096417347885633,1.0096417347885633,0.0,0,forcing_rcm_like,,,,,,,
2022,0.89,0.9720078298468384,0.9720078298468384,0.0,0,forcing_rcm_like,,,,,,,
2023,1.17,0.9533889525064967,0.9533889525064967,0.0,0,forcing_rcm_like,,,,,,,
2024,1.28,1.0340598630312496,1.0340598630312496,0.0,0,forcing_rcm_like,,,,,,,
2025,1.19,1.1131646231409125,1.1131646231409125,0.0,0,forcing_rcm_like,,,,,,,
2011,0.61,0.6790423038424114,0.6781884404350076,0.0008538634074037677,1,forcing_ar1,,,,,,,
2012,0.64,0.7002208138357324,0.6935775155992214,0.006643298236510999,1,forcing_ar1,,,,,,,
2013,0.67,0.7001967178580832,0.6948052822457216,0.005391435612361654,1,forcing_ar1,,,,,,,
2014,0.75,0.6747570950951606,0.6707395416985475,0.004017553396612995,1,forcing_ar1,,,,,,,
2015,0.89,0.7376658447905533,0.7375303710309513,0.00013547375960204456,1,forcing_ar1,,,,,,,
2016,1.01,0.8025972108930411,0.7993796662654051,0.003217544627636011,1,forcing_ar1,,,,,,,
2017,0.91,0.8966224242074817,0.8785548562823289,0.01806756792515287,1,forcing_ar1,,,,,,,
2018,0.85,0.9291631423533658,0.9261310793499947,0.0030320630033711634,1,forcing_ar1,,,,,,,
2019,0.98,0.9158864910393362,0.9194134517667591,-0.0035269607274229942,1,forcing_ar1,,,,,,,
2020,1.01,0.9805547033698611,0.9754740001610951,0.005080703208766002,1,forcing_ar1,,,,,,,
2021,0.85,1.0132011081847945,1.0096417347885633,0.0035593733962311445,1,forcing_ar1,,,,,,,
2022,0.89,0.963280534315077,0.9720078298468384,-0.00872729553176143,1,forcing_ar1,,,,,,,
2023,1.17,0.9480332466401732,0.9533889525064967,-0.005355705866323523,1,forcing_ar1,,,,,,,
2024,1.28,1.0459606033180584,1.0340598630312496,0.01190074028680873,1,forcing_ar1,,,,,,,
2025,1.19,1.1444499343867236,1.1131646231409125,0.03128531124581119,1,forcing_ar1,,,,,,,
2011,0.61,0.6754930089255943,0.6781884404350076,-0.0026954315094133113,2,forcing_ar2,,,,,,,
2012,0.64,0.6795156902540306,0.6935775155992214,-0.014061825345190865,2,forcing_ar2,,,,,,,
2013,0.67,0.7161118493893525,0.6948052822457216,0.021306567143630877,2,forcing_ar2,,,,,,,
2014,0.75,0.6877556793753579,0.6707395416985475,0.017016137676810372,2,forcing_ar2,,,,,,,
2015,0.89,0.7484922056182465,0.7375303710309513,0.010961834587295122,2,forcing_ar2,,,,,,,
2016,1.01,0.7955563587445187,0.7993796662654051,-0.0038233075208864865,2,forcing_ar2,,,,,,,
2017,0.91,0.8842916727092706,0.8785548562823289,0.005736816426941646,2,forcing_ar2,,,,,,,
2018,0.85,0.8937231201290808,0.9261310793499947,-0.03240795922091393,2,forcing_ar2,,,,,,,
2019,0.98,0.9021286655170517,0.9194134517667591,-0.017284786249707453,2,forcing_ar2,,,,,,,
2020,1.01,0.9969955989483347,0.9754740001610951,0.021521598787239596,2,forcing_ar2,,,,,,,
2021,0.85,1.0054413791757533,1.0096417347885633,-0.004200355612810019,2,forcing_ar2,,,,,,,
2022,0.89,0.9405643661484004,0.9720078298468384,-0.03144346369843794,2,forcing_ar2,,,,,,,
2023,1.17,0.9689819131447827,0.9533889525064967,0.015592960638285998,2,forcing_ar2,,,,,,,
2024,1.28,1.0917803420175265,1.0340598630312496,0.057720478986276885,2,forcing_ar2,,,,,,,
2025,1.19,1.1149271040630613,1.1131646231409125,0.0017624809221488472,2,forcing_ar2,,,,,,,
2011,0.61,0.6734394216698663,0.6781884404350076,-0.004749018765141338,3,forcing_ar3,,,,,,,
2012,0.64,0.6796298616403338,0.6935775155992214,-0.013947653958887588,3,forcing_ar3,,,,,,,
2013,0.67,0.713622896244047,0.6948052822457216,0.01881761399832533,3,forcing_ar3,,,,,,,
2014,0.75,0.6842891578746714,0.6707395416985475,0.013549616176123876,3,forcing_ar3,,,,,,,
2015,0.89,0.7455289982845676,0.7375303710309513,0.007998627253616287,3,forcing_ar3,,,,,,,
2016,1.01,0.7936940730673214,0.7993796662654051,-0.00568559319808373,3,forcing_ar3,,,,,,,
2017,0.91,0.880896502521023,0.8785548562823289,0.002341646238694123,3,forcing_ar3,,,,,,,
2018,0.85,0.893087459600387,0.9261310793499947,-0.03304361974960769,3,forcing_ar3,,,,,,,
2019,0.98,0.8990435111293539,0.9194134517667591,-0.020369940637405284,3,forcing_ar3,,,,,,,
2020,1.01,0.9942161054040028,0.9754740001610951,0.018742105242907786,3,forcing_ar3,,,,,,,
2021,0.85,1.0032989198890212,1.0096417347885633,-0.006342814899542141,3,forcing_ar3,,,,,,,
2022,0.89,0.9425833688954457,0.9720078298468384,-0.029424460951392725,3,forcing_ar3,,,,,,,
2023,1.17,0.9713909663278599,0.9533889525064967,0.01800201382136325,3,forcing_ar3,,,,,,,
2024,1.28,1.0821240138720667,1.0340598630312496,0.04806415084081702,3,forcing_ar3,,,,,,,
2025,1.19,1.1114879639695339,1.1131646231409125,-0.0016766591713786305,3,forcing_ar3,,,,,,,
2011,0.61,0.6447237371467809,0.6447237371467809,0.0,0,extended,,,,,,,
2012,0.64,0.8097777661018783,0.8097777661018783,0.0,0,extended,,,,,,,
2013,0.67,0.7571363106841735,0.7571363106841735,0.0,0,extended,,,,,,,
2014,0.75,0.7139248866763825,0.7139248866763825,0.0,0,extended,,,,,,,
2015,0.89,0.7807496785975916,0.7807496785975916,0.0,0,extended,,,,,,,
2016,1.01,0.89847612889616,0.89847612889616,0.0,0,extended,,,,,,,
2017,0.91,0.879211226898148,0.879211226898148,0.0,0,extended,,,,,,,
2018,0.85,0.9563662742316081,0.9563662742316081,0.0,0,extended,,,,,,,
2019,0.98,0.9811992684018129,0.9811992684018129,0.0,0,extended,,,,,,,
2020,1.01,0.9434899067063731,0.9434899067063731,0.0,0,extended,,,,,,,
2021,0.85,0.9063940512854041,0.9063940512854041,0.0,0,extended,,,,,,,
2022,0.89,0.830581380782303,0.830581380782303,0.0,0,extended,,,,,,,
2023,1.17,1.0197751750033115,1.0197751750033115,0.0,0,extended,,,,,,,
2024,1.28,1.0961101665482964,1.0961101665482964,0.0,0,extended,,,,,,,
2025,1.19,1.1072086222250501,1.1072086222250501,0.0,0,extended,,,,,,,
2011,0.61,0.6335726070833828,0.6447237371467809,-0.011151130063398098,1,extended_ar1,,,,,,,
2012,0.64,0.8157218884613907,0.8097777661018783,0.005944122359512406,1,extended_ar1,,,,,,,
2013,0.67,0.7807620616211031,0.7571363106841735,0.02362575093692951,1,extended_ar1,,,,,,,
2014,0.75,0.7257030568573735,0.7139248866763825,0.011778170180990966,1,extended_ar1,,,,,,,
2015,0.89,0.7778404936157496,0.7807496785975916,-0.0029091849818420083,1,extended_ar1,,,,,,,
2016,1.01,0.8957552685599056,0.89847612889616,-0.0027208603362544577,1,extended_ar1,,,,,,,
2017,0.91,0.8731945086823214,0.879211226898148,-0.006016718215826585,1,extended_ar1,,,,,,,
2018,0.85,0.9551404779030672,0.9563662742316081,-0.0012257963285409578,1,extended_ar1,,,,,,,
2019,0.98,0.9948664459697028,0.9811992684018129,0.013667177567889823,1,extended_ar1,,,,,,,
2020,1.01,0.9450133315948324,0.9434899067063731,0.0015234248884592597,1,extended_ar1,,,,,,,
2021,0.85,0.8985459742791114,0.9063940512854041,-0.00784807700629266,1,extended_ar1,,,,,,,
2022,0.89,0.8388353638162546,0.830581380782303,0.008253983033951489,1,extended_ar1,,,,,,,
2023,1.17,1.0138931398547193,1.0197751750033115,-0.00588203514859224,1,extended_ar1,,,,,,,
2024,1.28,1.0866210233730855,1.0961101665482964,-0.009489143175210962,1,extended_ar1,,,,,,,
2025,1.19,1.1003333046336532,1.1072086222250501,-0.006875317591397017,1,extended_ar1,,,,,,,
2011,0.61,0.6460433605434482,0.6447237371467809,0.0013196233966673888,2,extended_ar2,,,,,,,
2012,0.64,0.8020330332035858,0.8097777661018783,-0.007744732898292593,2,extended_ar2,,,,,,,
2013,0.67,0.7831942204023973,0.7571363106841735,0.02605790971822375,2,extended_ar2,,,,,,,
2014,0.75,0.74523984955078,0.7139248866763825,0.03131496287439747,2,extended_ar2,,,,,,,
2015,0.89,0.7932719583407998,0.7807496785975916,0.01252227974320824,2,extended_ar2,,,,,,,
2016,1.01,0.8906803252186898,0.89847612889616,-0.007795803677470266,2,extended_ar2,,,,,,,
2017,0.91,0.8763651668749185,0.879211226898148,-0.002846060023229461,2,extended_ar2,,,,,,,
2018,0.85,0.9475375840090794,0.9563662742316081,-0.008828690222528746,2,extended_ar2,,,,,,,
2019,0.98,0.9838179036143063,0.9811992684018129,0.0026186352124934215,2,extended_ar2,,,,,,,
2020,1.01,0.961685773915511,0.9434899067063731,0.018195867209137913,2,extended_ar2,,,,,,,
2021,0.85,0.9015105159360626,0.9063940512854041,-0.004883535349341543,2,extended_ar2,,,,,,,
2022,0.89,0.8235497207518082,0.830581380782303,-0.00703166003049481,2,extended_ar2,,,,,,,
2023,1.17,1.0269638785140662,1.0197751750033115,0.007188703510754827,2,extended_ar2,,,,,,,
2024,1.28,1.0809416697570222,1.0961101665482964,-0.015168496791274218,2,extended_ar2,,,,,,,
2025,1.19,1.0965417362320822,1.1072086222250501,-0.010666885992967884,2,extended_ar2,,,,,,,
2011,0.61,0.6476670861227262,0.6447237371467809,0.0029433489759452484,3,extended_ar3,,,,,,,
2012,0.64,0.8051837071118665,0.8097777661018783,-0.004594058990011911,3,extended_ar3,,,,,,,
2013,0.67,0.7746583348459422,0.7571363106841735,0.017522024161768665,3,extended_ar3,,,,,,,
2014,0.75,0.7405403469388284,0.7139248866763825,0.026615460262445906,3,extended_ar3,,,,,,,
2015,0.89,0.7986061077340316,0.7807496785975916,0.017856429136440026,3,extended_ar3,,,,,,,
2016,1.01,0.8956170173803407,0.89847612889616,-0.002859111515819299,3,extended_ar3,,,,,,,
2017,0.91,0.8715369439569582,0.879211226898148,-0.007674282941189752,3,extended_ar3,,,,,,,
2018,0.85,0.9469825290971814,0.9563662742316081,-0.009383745134426753,3,extended_ar3,,,,,,,
2019,0.98,0.9783172901367627,0.9811992684018129,-0.0028819782650502286,3,extended_ar3,,,,,,,
2020,1.01,0.9533053803988687,0.9434899067063731,0.009815473692495608,3,extended_ar3,,,,,,,
2021,0.85,0.9057800731584014,0.9063940512854041,-0.000613978127002709,3,extended_ar3,,,,,,,
2022,0.89,0.8237561173624136,0.830581380782303,-0.006825263419889477,3,extended_ar3,,,,,,,
2023,1.17,1.019562068588176,1.0197751750033115,-0.00021310641513536122,3,extended_ar3,,,,,,,
2024,1.28,1.0831995596738562,1.0961101665482964,-0.012910606874440128,3,extended_ar3,,,,,,,
2025,1.19,1.0922353007352368,1.1072086222250501,-0.01497332148981345,3,extended_ar3,,,,,,,
